简码：一	y
表情：🏪	商店
表情：🏫	学校
表情：🏬	商场
表情：🏬	商超
表情：🏬	超市
表情：🏭	工厂
表情：🏮	灯笼
表情：🏰	城堡
表情：🏳	投降
表情：🏳	白旗
表情：🏳	认输
表情：🏴	黑旗
表情：🏵	花结
表情：🏷	吊牌
表情：🏷	标签
表情：🏸	球拍
表情：🏹	弓箭
表情：🏿	肤色
表情：🐀	老鼠
表情：🐀	耗子
表情：🐁	白鼠
表情：🐂	公牛
表情：🐃	水牛
表情：🐄	奶牛
表情：🐅	老虎
表情：🐆	猎豹
表情：🐆	豹子
表情：🐇	兔子
表情：🐈	小猫
表情：🐈	橘猫
表情：🐈	猫咪
表情：🐉	巨龙
表情：🐉	神龙
表情：🐊	鳄鱼
表情：🐋	鲸鱼
表情：🐌	蜗牛
表情：🐍	小蛇
表情：🐍	蛇蛇
表情：🐎	小马
表情：🐎	马儿
表情：🐎	骏马
表情：🐏	公羊
表情：🐐	山羊
表情：🐑	小羊
表情：🐑	绵羊
表情：🐑	羊羊
表情：🐒	猴子
表情：🐒	马骝
表情：🐓	公鸡
表情：🐓	母鸡
表情：🐔	鸡头
表情：🐔	鸡巴
表情：🐕	小狗
表情：🐕	狗子
表情：🐕	狗狗
表情：🐖	猪猪
表情：🐗	野猪
表情：🐘	大象
表情：🐙	章鱼
表情：🐚	海螺
表情：🐚	贝壳
表情：🐛	毛虫
表情：🐛	虫子
表情：🐜	蚂蚁
表情：🐝	蜜蜂
表情：🐞	瓢虫
表情：🐟	小鱼
表情：🐟	鱼儿
表情：🐡	河豚
表情：🐢	乌龟
表情：🐢	海龟
表情：🐣	出生
表情：🐣	破壳
表情：🐥	小鸡
表情：🐦	小鸟
表情：🐦	鸟头
表情：🐧	企鹅
表情：🐨	考拉
表情：🐫	骆驼
表情：🐬	海豚
表情：🐭	鼠头
表情：🐭	鼠脸
表情：🐮	小牛
表情：🐮	牛头
表情：🐮	牛牛
表情：🐮	牛脸
表情：🐯	虎头
表情：🐯	虎脸
表情：🐰	兔头
表情：🐰	兔脸
表情：🐱	喵喵
表情：🐱	猫头
表情：🐱	猫脸
表情：🐲	龙头
表情：🐲	龙王
表情：🐳	喷水
表情：🐴	马头
表情：🐴	马脸
表情：🐵	猴头
表情：🐵	猴脸
表情：🐶	旺柴
表情：🐶	旺财
表情：🐶	狗仔
表情：🐶	狗头
表情：🐶	狗脸
表情：🐷	小猪
表情：🐷	懒猪
表情：🐷	猪头
表情：🐷	猪脸
表情：🐸	蛤蛤
表情：🐸	蛤蟆
表情：🐸	青蛙
表情：🐹	仓鼠
表情：🐺	狼头
表情：🐺	狼脸
表情：🐻	小熊
表情：🐻	熊头
表情：🐻	熊脸
表情：🐼	国宝
表情：🐼	熊猫
表情：🐼	猫熊
表情：🐼	胖达
表情：🐽	猪鼻
表情：🐾	掌印
表情：🐾	爪印
表情：🐿	松鼠
表情：👀	注视
表情：👀	看看
表情：👀	观察
表情：👁	单眼
表情：👁	眼睛
表情：👁	瞳孔
表情：👂	耳朵
表情：👃	呼吸
表情：👃	鼻子
表情：👄	嘴唇
表情：👄	嘴巴
表情：👄	红唇
表情：👅	舌头
表情：👆	上边
表情：👆	上面
表情：👆	向上
表情：👆	往上
表情：👇	下边
表情：👇	下面
表情：👇	向下
表情：👇	往下
表情：👈	向左
表情：👈	左边
表情：👈	左面
表情：👈	往左
表情：👉	右边
表情：👉	右面
表情：👉	向右
表情：👉	往右
表情：👊	出拳
表情：👊	干你
表情：👊	打你
表情：👊	打击
表情：👊	拳头
表情：👊	揍你
表情：👋	你好
表情：👋	再见
表情：👋	拜拜
表情：👋	挥手
表情：👋	摆手
表情：👌	好哒
表情：👍	不错
表情：👍	厉害
表情：👍	太棒
表情：👍	好强
表情：👍	好棒
表情：👍	很好
表情：👍	很棒
表情：👍	棒啊
表情：👍	棒棒
表情：👍	点赞
表情：👍	牛逼
表情：👍	特棒
表情：👍	真棒
表情：👍	绝了
表情：👍	表扬
表情：👎	不好
表情：👎	不强
表情：👎	不棒
表情：👎	太差
表情：👎	差劲
表情：👎	拇指
表情：👏	拍手
表情：👏	拍掌
表情：👏	鼓掌
表情：👑	王冠
表情：👑	皇冠
表情：👑	皇族
表情：👒	女帽
表情：👓	眼镜
表情：👓	近视
表情：👔	衣服
表情：👔	领带
表情：👕	T恤
表情：👕	上衣
表情：👕	恤衫
表情：👕	汗衫
表情：👕	短袖
表情：👕	衬衫
表情：👖	裤子
表情：👗	裙子
表情：👗	长裙
表情：👘	和服
表情：👘	浴衣
表情：👙	内衣
表情：👙	泳装
表情：👚	女装
表情：👛	钱包
表情：👜	包包
表情：👜	女包
表情：👜	挎包
表情：👝	皮包
表情：👝	荷包
表情：👞	男鞋
表情：👞	皮鞋
表情：👟	板鞋
表情：👟	跑鞋
表情：👟	鞋子
表情：👠	女鞋
表情：👡	凉鞋
表情：👢	女靴
表情：👢	长靴
表情：👢	靴子
表情：👣	脚印
表情：👣	足迹
表情：👤	头像
表情：👥	双人
表情：👦	儿子
表情：👦	男孩
表情：👧	女儿
表情：👧	女孩
表情：👨	父亲
表情：👨	爸爸
表情：👨	男人
表情：👨	老爹
表情：👩	女人
表情：👩	妈妈
表情：👩	母亲
表情：👩	老妈
表情：👫	情侣
表情：👬	兄弟
表情：👬	基友
表情：👭	闺蜜
表情：👲	地主
表情：👴	外公
表情：👴	姥爷
表情：👴	爷爷
表情：👴	祖父
表情：👴	老头
表情：👵	外婆
表情：👵	奶奶
表情：👵	姥姥
表情：👵	祖母
表情：👵	老人
表情：👶	乖宝
表情：👸	公主
表情：👸	女王
表情：👸	女皇
表情：👹	怪物
表情：👺	妖怪
表情：👻	幽灵
表情：👻	鬼魂
表情：👼	天使
表情：👾	怪兽
表情：👿	恶魔
表情：👿	魔鬼
表情：💃	舞女
表情：💄	口红
表情：💄	唇膏
表情：💅	美甲
表情：💉	打针
表情：💊	胶囊
表情：💊	药丸
表情：💋	么么
表情：💋	亲吻
表情：💋	亲嘴
表情：💋	吻痕
表情：💋	唇印
表情：💌	情书
表情：💍	戒指
表情：💍	星钻
表情：💍	钻戒
表情：💎	宝石
表情：💎	钻石
表情：💐	捧花
表情：💐	花束
表情：💐	鲜花
表情：💒	婚礼
表情：💓	心动
表情：💓	心跳
表情：💔	伤心
表情：💔	失恋
表情：💔	心碎
表情：💚	绿心
表情：💛	黄心
表情：💜	紫心
表情：💡	灯泡
表情：💡	电灯
表情：💢	愤怒
表情：💢	火大
表情：💢	生气
表情：💢	青筋
表情：💣	炸弹
表情：💤	睡了
表情：💤	睡眠
表情：💤	睡着
表情：💥	爆炸
表情：💧	一滴
表情：💧	水滴
表情：💧	水珠
表情：💧	汗滴
表情：💨	阵风
表情：💩	便便
表情：💩	大便
表情：💩	拉屎
表情：💩	粑粑
表情：💪	健身
表情：💪	努力
表情：💪	奋斗
表情：💪	强壮
表情：💪	肌肉
表情：💮	白花
表情：💯	一百
表情：💯	满分
表情：💰	奖金
表情：💰	工资
表情：💰	钱袋
表情：💱	兑换
表情：💱	出国
表情：💱	外汇
表情：💱	换汇
表情：💱	汇率
表情：💱	流通
表情：💲	价钱
表情：💲	货币
表情：💲	金钱
表情：💵	纸币
表情：💵	钞票
表情：💶	欧元
表情：💷	英镑
表情：💸	花钱
表情：💺	座位
表情：💻	笔电
表情：💼	上班
表情：💼	工作
表情：💽	光盘
表情：💽	光碟
表情：💾	软盘
表情：📄	文书
表情：📄	文件
表情：📅	日历
表情：📈	上升
表情：📈	上涨
表情：📈	暴涨
表情：📉	下跌
表情：📉	下降
表情：📉	暴跌
表情：📊	图表
表情：📌	图钉
表情：📏	尺子
表情：📏	直尺
表情：📑	页签
表情：📒	账簿
表情：📚	书本
表情：📚	书籍
表情：📚	图书
表情：📜	卷轴
表情：📝	便笺
表情：📝	备忘
表情：📟	呼机
表情：📠	传真
表情：📡	天线
表情：📣	喇叭
表情：📤	发件
表情：📤	发信
表情：📥	收件
表情：📥	收信
表情：📦	包裹
表情：📦	快递
表情：📦	打包
表情：📦	盒子
表情：📦	箱子
表情：📦	纸箱
表情：📧	邮件
表情：📨	来信
表情：📪	信箱
表情：📮	邮筒
表情：📮	邮箱
表情：📰	报纸
表情：📰	新闻
表情：📱	手机
表情：📲	来电
表情：📳	震动
表情：📴	关机
表情：📶	信号
表情：📷	相机
表情：📸	拍照
表情：📺	电视
表情：📻	电台
表情：📼	磁带
表情：📽	上映
表情：📿	念珠
表情：🔀	随机
表情：🔆	亮度
表情：🔇	静音
表情：🔋	电池
表情：🔌	插头
表情：🔌	电源
表情：🔏	隐秘
表情：🔐	密钥
表情：🔐	解锁
表情：🔒	上锁
表情：🔒	锁上
表情：🔒	锁住
表情：🔓	开锁
表情：🔓	锁头
表情：🔓	门锁
表情：🔔	铃铛
表情：🔖	书签
表情：🔗	链接
表情：🔘	单选
表情：🔘	按钮
表情：🔙	退回
表情：🔚	结束
表情：🔛	开启
表情：🔜	马上
表情：🔞	成人
表情：🔠	大写
表情：🔡	小写
表情：🔡	英文
表情：🔡	英语
表情：🔢	数字
表情：🔣	字符
表情：🔣	符号
表情：🔥	火了
表情：🔥	火焰
表情：🔥	点燃
表情：🔥	燃烧
表情：🔥	着火
表情：🔦	手电
表情：🔦	照明
表情：🔦	电筒
表情：🔧	扳手
表情：🔨	铁锤
表情：🔨	锤子
表情：🔪	小刀
表情：🔪	菜刀
表情：🔫	水枪
表情：🔮	占卜
表情：🔷	菱形
表情：🔻	三角
表情：🔼	调高
表情：🔽	调低
表情：🕉	奥姆
表情：🕊	鸽子
表情：🕌	清真
表情：🕐	一点
表情：🕑	两点
表情：🕒	三点
表情：🕓	四点
表情：🕔	五点
表情：🕕	六点
表情：🕖	七点
表情：🕗	八点
表情：🕘	九点
表情：🕙	十点
表情：🕯	烛光
表情：🕯	烛火
表情：🕯	蜡烛
表情：🕰	台钟
表情：🕰	座钟
表情：🕶	墨镜
表情：🕷	蜘蛛
表情：🕸	蛛网
表情：🕹	摇杆
表情：🕺	舞者
表情：🕺	跳舞
表情：🖋	钢笔
表情：🖌	画笔
表情：🖍	蜡笔
表情：🖕	中指
表情：🖖	瓦肯
表情：🖤	黑心
表情：🖥	电脑
表情：🖱	鼠标
表情：🖼	画框
表情：🗑	垃圾
表情：🗜	夹钳
表情：🗝	钥匙
表情：🗡	匕首
表情：🗡	短刀
表情：🗡	短剑
表情：🗣	讲话
表情：🗳	投票
表情：🗳	选票
表情：😀	笑脸
表情：😁	嘻嘻
表情：😁	嘿嘿
表情：😂	大笑
表情：😂	笑哭
表情：😄	哈哈
表情：😄	开心
表情：😄	憨憨
表情：😄	高兴
表情：😅	苦笑
表情：😆	傻笑
表情：😆	好耶
表情：😆	笑晕
表情：😆	笑死
表情：😇	光环
表情：😉	媚眼
表情：😉	眨眼
表情：😊	微笑
表情：😋	好吃
表情：😋	美味
表情：😌	释然
表情：😍	花痴
表情：😎	自信
表情：😏	得意
表情：😐	平静
表情：😒	郁闷
表情：😒	鄙视
表情：😓	倒霉
表情：😓	冒汗
表情：😓	冷汗
表情：😓	尴尬
表情：😓	无语
表情：😔	忧伤
表情：😔	忧虑
表情：😕	不屑
表情：😕	困扰
表情：😖	纠结
表情：😘	亲亲
表情：😘	飞吻
表情：😜	捣蛋
表情：😜	调皮
表情：😝	吐舌
表情：😝	嘲笑
表情：😝	眯眼
表情：😞	失望
表情：😞	难过
表情：😟	担心
表情：😟	担忧
表情：😠	微怒
表情：😠	气人
表情：😡	发火
表情：😡	发飙
表情：😡	烦死
表情：😣	忍耐
表情：😤	傲慢
表情：😤	哼哼
表情：😧	吃惊
表情：😧	惊讶
表情：😧	震惊
表情：😩	焦虑
表情：😩	焦躁
表情：😩	疲倦
表情：😩	疲劳
表情：😩	疲惫
表情：😪	困乏
表情：😪	困困
表情：😪	瞌睡
表情：😫	抓狂
表情：😬	咬牙
表情：😬	龇牙
表情：😭	哭了
表情：😭	哭泣
表情：😭	大哭
表情：😭	流泪
表情：😭	痛哭
表情：😯	好奇
表情：😰	紧张
表情：😱	可怕
表情：😱	吓人
表情：😱	吓死
表情：😱	害怕
表情：😱	尖叫
表情：😱	恐怖
表情：😱	恐惧
表情：😳	害羞
表情：😳	愣住
表情：😳	羞涩
表情：😳	脸红
表情：😶	沉默
表情：😶	没嘴
表情：😷	口罩
表情：😷	生病
表情：🙁	不悦
表情：🙁	不满
表情：🙃	倒脸
表情：🙃	呵呵
表情：🙃	颠倒
表情：🙄	白眼
表情：🙈	不看
表情：🙈	蒙眼
表情：🙉	不听
表情：🙉	堵耳
表情：🙉	捂耳
表情：🙊	不说
表情：🙊	捂嘴
表情：🙏	合十
表情：🙏	合掌
表情：🙏	感谢
表情：🙏	拜托
表情：🙏	祈求
表情：🙏	祈祷
表情：🙏	谢谢
表情：🙏	超度
表情：🚀	火箭
表情：🚅	列车
表情：🚅	动车
表情：🚅	高铁
表情：🚆	火车
表情：🚈	轻轨
表情：🚉	站台
表情：🚉	车站
表情：🚍	公车
表情：🚍	大巴
表情：🚍	巴士
表情：🚎	电车
表情：🚐	五菱
表情：🚐	小巴
表情：🚔	报警
表情：🚔	警车
表情：🚖	的士
表情：🚘	汽车
表情：🚘	轿车
表情：🚚	物流
表情：🚚	货车
表情：🚛	卡车
表情：🚛	拖车
表情：🚝	单轨
表情：🚟	空轨
表情：🚡	缆车
表情：🚢	海运
表情：🚢	轮船
表情：🚢	邮轮
表情：🚤	快艇
表情：🚤	赛艇
表情：🚧	施工
表情：🚧	路障
表情：🚨	警灯
表情：🚩	旗子
表情：🚩	旗帜
表情：🚪	房门
表情：🚪	门子
表情：🚫	不准
表情：🚫	不许
表情：🚬	卷烟
表情：🚬	吸烟
表情：🚬	抽烟
表情：🚬	点烟
表情：🚬	烤烟
表情：🚬	纸烟
表情：🚬	香烟
表情：🚭	禁烟
表情：🚲	单车
表情：🚹	男厕
表情：🚹	男士
表情：🚺	女厕
表情：🚺	女士
表情：🚼	婴儿
表情：🚼	宝宝
表情：🚽	马桶
表情：🚾	厕所
表情：🚿	喷头
表情：🚿	淋浴
表情：🛀	泡澡
表情：🛀	洗澡
表情：🛁	浴缸
表情：🛂	安检
表情：🛃	海关
表情：🛋	沙发
表情：🛌	睡觉
表情：🛐	祷告
表情：🛕	佛寺
表情：🛕	庙宇
表情：🛖	小屋
表情：🛖	草屋
表情：🛗	电梯
表情：🛜	网络
表情：🛝	滑梯
表情：🛞	车轮
表情：🛞	轮子
表情：🛞	轮胎
表情：🛞	轱辘
表情：🛟	救生
表情：🛟	泳圈
表情：🛠	工具
表情：🛡	盾牌
表情：🛢	油桶
表情：🛣	公路
表情：🛣	高速
表情：🛤	铁轨
表情：🛫	起飞
表情：🛬	着陆
表情：🛬	降落
表情：🛰	卫星
表情：🛳	客船
表情：🛳	客轮
表情：🛷	雪橇
表情：🛸	飞碟
表情：🛹	滑板
表情：🛻	皮卡
表情：🛼	旱冰
表情：🛼	轮滑
表情：🟥	红色
表情：🟦	蓝色
表情：🟧	橘色
表情：🟧	橙色
表情：🟨	黄色
表情：🟩	绿色
表情：🟪	紫色
表情：🟫	棕色
表情：🟰	等于
表情：🟰	等号
表情：🤌	手指
表情：🤌	捏合
表情：🤍	白心
表情：🤎	棕心
表情：🤏	少许
表情：🤏	少量
表情：🤐	保密
表情：🤐	守密
表情：🤐	封口
表情：🤐	禁言
表情：🤐	闭嘴
表情：🤑	发财
表情：🤑	拜金
表情：🤑	财迷
表情：🤑	钱眼
表情：🤒	发烧
表情：🤔	可能
表情：🤔	奇怪
表情：🤔	思考
表情：🤔	想想
表情：🤔	深思
表情：🤔	疑惑
表情：🤔	疑问
表情：🤕	绷带
表情：🤕	负伤
表情：🤘	摇滚
表情：🤚	手背
表情：🤛	右拳
表情：🤜	左拳
表情：🤝	合作
表情：🤝	握手
表情：🤝	搞定
表情：🤟	爱你
表情：🤠	牛仔
表情：🤡	小丑
表情：🤢	反胃
表情：🤢	恶心
表情：🤢	想吐
表情：🤣	打滚
表情：🤤	口水
表情：🤥	乱讲
表情：🤥	撒谎
表情：🤥	胡说
表情：🤥	说谎
表情：🤥	长鼻
表情：🤥	骗人
表情：🤥	骗子
表情：🤧	喷嚏
表情：🤧	感冒
表情：🤧	鼻涕
表情：🤧	鼻炎
表情：🤨	挑眉
表情：🤩	崇拜
表情：🤪	傻瓜
表情：🤫	安静
表情：🤫	小声
表情：🤬	傻逼
表情：🤬	咒骂
表情：🤬	脏话
表情：🤬	骂人
表情：🤭	好笑
表情：🤮	吐了
表情：🤮	呕吐
表情：🤯	爆头
表情：🤰	孕妇
表情：🤰	孕肚
表情：🤰	怀了
表情：🤰	怀孕
表情：🤱	喂奶
表情：🤱	母乳
表情：🤲	双手
表情：🤲	捧着
表情：🤳	自拍
表情：🤴	国王
表情：🤴	王子
表情：🤺	击剑
表情：🤺	剑斗
表情：🤿	深潜
表情：🤿	潜水
表情：🥀	凋谢
表情：🥀	枯萎
表情：🥁	打鼓
表情：🥁	敲鼓
表情：🥂	干杯
表情：🥂	碰杯
表情：🥃	一杯
表情：🥃	烈酒
表情：🥄	勺子
表情：🥄	匙子
表情：🥄	汤勺
表情：🥄	汤匙
表情：🥅	球网
表情：🥅	球门
表情：🥇	金牌
表情：🥈	银牌
表情：🥉	铜牌
表情：🥌	冰壶
表情：🥌	溜石
表情：🥎	垒球
表情：🥏	飞盘
表情：🥑	鳄梨
表情：🥒	青瓜
表情：🥒	黄瓜
表情：🥓	培根
表情：🥓	烟肉
表情：🥔	土豆
表情：🥔	洋芋
表情：🥕	萝卜
表情：🥗	沙拉
表情：🥚	蛋蛋
表情：🥚	鸡蛋
表情：🥛	杯子
表情：🥛	牛奶
表情：🥜	花生
表情：🥞	烙饼
表情：🥞	蛋饼
表情：🥟	水饺
表情：🥟	饺子
表情：🥡	外卖
表情：🥢	筷子
表情：🥣	汤碗
表情：🥣	碗勺
表情：🥤	饮料
表情：🥥	椰子
表情：🥧	点心
表情：🥩	牛排
表情：🥩	猪排
表情：🥩	羊排
表情：🥩	肉排
表情：🥩	肉肉
表情：🥫	罐头
表情：🥬	白菜
表情：🥬	蔬菜
